Lemma	SF	Analysis	Segmentation	Freq
myyntikatteella	myyntikatteella	mydä_V-DVNTI-kate_N-ADE	my-nti-kate-la	1
myöhemmässä	myöhemmässä	myöhä_A-CMP-INE	myöhe-mä-sä	1
myötäjäisistä	myötäjäisistä	myötäjäinen_A-PL-ELA	myötäjäis-i-stä	1
myötäjäisten	myötäjäisten	myötäjäinen_A-PL-GEN	myötäjäis-t-en	1
mäkikotkat	mäkikotkat	mäki_N-kotka_N-PL	mäki-kotka-t	1
määrittelisi	määrittelisi	märitä_V-DVELE-COND	märit-el-isi	1
määräaikaistileillä	määräaikaistileillä	märä_N-aikainen_A-tili_N-PL-ADE	märä-aikais-tile-i-lä	1
määräisinä	määräisinä	märäinen_A-PL-ES	märäis-i-nä	1
naamiota	naamiota	namio_N-PTV	namio-ta	1
naapurikuntiin	naapurikuntiin	napuri_N-kunta_N-PL-ILL	napuri-kunt-i-in	1
naapuriyhdistykseen	naapuriyhdistykseen	napuri_N-yhdistä_V-DVUS-ILL	napuri-yhdist-ykse-en	1
naispesäpalloilijoita	naispesäpalloilijoita	nainen_N-pesä_N-paloila_V-DVJO-PL-PTV	nais-pesä-paloili-jo-i-ta	1
naispuolustusministeri	naispuolustusministeri	nainen_N-puolusta_V-DVUS-ministeri_N	nais-puolust-us-ministeri	1
naisurheilijoiksi	naisurheilijoiksi	nainen_N-urheila_V-DVJO-PL-TRA	nais-urheili-jo-i-ksi	1
natseihin	natseihin	natsi_N-PL-ILL	natse-i-hin	1
natsimielisiä	natsimielisiä	natsi_N-mielinen_A-PL-PTV	natsi-mielis-i-ä	1
natsirikolliset	natsirikolliset	natsi_N-riko_N-DNLINEN-PL	natsi-riko-lise-t	1
natsoista	natsoista	natsa_N-PL-ELA	natso-i-sta	1
nauhakaupungin	nauhakaupungin	nauha_N-kaupunki_N-GEN	nauha-kaupungi-n	1
naureskelija	naureskelija	naureskela_V-DVJA	naureskeli-ja	1
nettiin	nettiin	neti_N-ILL	neti-in	1
nettoaa	nettoaa	netota_V-SG3	netoa-a	1
nettomenoiltaan	nettomenoiltaan	neto_N-meno_N-PL-ABL-3SGPL	neto-meno-i-lta-an	1
nettosivat	nettosivat	netota_V-PAST-PL3	netos-i-vat	1
neuroradiologian	neuroradiologian	neuro_PFX-radiologia_N-GEN	neuro-radiologia-n	1
neuvonnalla	neuvonnalla	neuvonta_N-ADE	neuvona-la	1
neuvontakuluja	neuvontakuluja	neuvonta_N-kulua_V-DVJA	neuvonta-kulu-ja	1
neuvontapalveluihin	neuvontapalveluihin	neuvonta_N-palvela_V-DVU-PL-ILL	neuvonta-palvel-u-i-hin	1
neuvontatoimistoon	neuvontatoimistoon	neuvonta_N-toimisto_N-ILL	neuvonta-toimisto-on	1
neuvostoa	neuvostoa	neuvosto_N-PTV	neuvosto-a	1
neuvottelukokoukseen	neuvottelukokoukseen	neuvotela_V-DVU-kokous_N-ILL	neuvotel-u-kokoukse-en	1
niemeke	niemeke	niemeke_N	niemeke	1
niemekkeellä	niemekkeellä	niemeke_N-ADE	niemeke-lä	1
nimikysymys	nimikysymys	nimi_N-kysymys_N	nimi-kysymys	1
nimiroolin	nimiroolin	nimi_N-roli_N-GEN	nimi-roli-n	1
nimityksestään	nimityksestään	nimitä_V-DVUS-ELA-3SGPL	nimit-ykse-stä-än	1
niskavillat	niskavillat	niska_N-vila_N-PL	niska-vila-t	1
nivusvammansa	nivusvammansa	nivukset_N-vama_N-3SGPL_nsA	nivus-vama-nsa	1
nobelpalkintona	nobelpalkintona	nobel_N-palkinto_N-ES	nobel-palkinto-na	1
nobelpalkintoon	nobelpalkintoon	nobel_N-palkinto_N-ILL	nobel-palkinto-on	1
nominilauseke	nominilauseke	nomini_N-lauseke_N	nomini-lauseke	1
normaalivartaloisia	normaalivartaloisia	normali_A-vartaloinen_A-PL-PTV	normali-vartalois-i-a	1
nostamispaineitakaan	nostamispaineitakaan	nosta_V-DVMINEN-paine_N-PL-PTV-kAn_CLI	nosta-mis-paine-i-ta-kan	1
nostattavista	nostattavista	nosta_V-DVTA-PCP1-PL-ELA	nosta-ta-v-i-sta	1
nostavaa	nostavaa	nosta_V-PCP1-PTV	nosta-va-a	1
noudatellen	noudatellen	noudata_V-DVELE-INF2-INS	noudat-el-le-n	1
nousukunnosta	nousukunnosta	nousu_N-kunto_N-ELA	nousu-kuno-sta	1
nukkavierut	nukkavierut	nuka_N-vieru_N-PL	nuka-vieru-t	1
nummijärvelle	nummijärvelle	numi_N-järvi_N-AL	numi-järve-le	1
nuortennäytelmiin	nuortennäytelmiin	nuori_A-PL-GEN-näytelmä_N-PL-ILL	nuor-t-en-näytelm-i-in	1
nuoruustyypin	nuoruustyypin	nuori_A-DAUS-typi_N-GEN	nuor-us-typi-n	1
nykyruotsin	nykyruotsin	nyky_PFX-ruotsi_N-GEN	nyky-ruotsi-n	1
nykytilan	nykytilan	nyky_PFX-tila_N-GEN	nyky-tila-n	1
nyrkkirauta	nyrkkirauta	nyrki_N-rauta_N	nyrki-rauta	1
nyrkkirysyn	nyrkkirysyn	nyrki_N-rysy_N-GEN	nyrki-rysy-n	1
nähdessä	nähdessä	nähdä_V-INF2-INE	näh-de-sä	1
näkemyksistämme	näkemyksistämme	näkemys_N-PL-ELA-1PL	näkemyks-i-stä-me	1
näköispainokset	näköispainokset	näköinen_A-painos_N-PL	näköis-painokse-t	1
näreneva	näreneva	näre_N-neva_N	näre-neva	1
näsijärvestä	näsijärvestä	näsijärvi_N-ELA	näsijärve-stä	1
näytelmällisyyteen	näytelmällisyyteen	näytelmä_N-DNLINEN-DAUS-ILL	näytelmä-lis-yte-en	1
näytteillä	näytteillä	näyte_N-PL-ADE-näyteilä_ADV	näyte-i-lä-näytei	1
näytösoikeudenkäynti	näytösoikeudenkäynti	näytös_N-oikea_A-DAUS-GEN-käydä_V-DVNTI	näytös-oike-ude-n-käy-nti	1
objektiiveista	objektiiveista	objektivi_N-PL-ELA	objektive-i-sta	1
odotuksille	odotuksille	odota_V-DVUS-PL-AL	odot-uks-i-le	1
ohjailemista	ohjailemista	ohjata_V-DVILE-DVMA-PL-ELA	ohja-ile-m-i-sta	1
ohjelmatuotannolle	ohjelmatuotannolle	ohjelma_N-tuotanto_N-AL	ohjelma-tuotano-le	1
oikeampi	oikeampi	oikea_A-CMP	oikea-mpi	1
oikeaoppisia	oikeaoppisia	oikea_A-opinen_A-PL-PTV	oikea-opis-i-a	1
oikeaoppisuuden	oikeaoppisuuden	oikea_A-opinen_A-DAUS-GEN	oikea-opis-ude-n	1
oikeistolaisuudesta	oikeistolaisuudesta	oikeistolainen_A-DAUS-ELA	oikeistolais-ude-sta	1
oikeudenhaku	oikeudenhaku	oikea_A-DAUS-GEN-haku_N	oike-ude-n-haku	1
oireiksi	oireiksi	oire_N-PL-TRA	oire-i-ksi	1
oivallettavaksi	oivallettavaksi	oivalta_V-PS-PCP1-TRA	oivale-ta-va-ksi	1
oivalluksissaan	oivalluksissaan	oivalta_V-DVUS-PL-INE-3SGPL	oival-uks-i-sa-an	1
oksentavia	oksentavia	oksenta_V-PCP1-PL-PTV	oksenta-v-i-a	1
olki	olki	olki_N	olki	1
oluelta	oluelta	olut_N-ABL	olue-lta	1
olutostot	olutostot	olut_N-osto_N-PL	olut-osto-t	1
olympiajoukkueen	olympiajoukkueen	olympia_N-joukue_N-GEN	olympia-joukue-n	1
olympiavaatimusten	olympiavaatimusten	olympia_N-vatimus_N-PL-GEN	olympia-vatimus-t-en	1
olympiavuotta	olympiavuotta	olympia_N-vuo_N-ABE	olympia-vuo-ta	1
omenallani	omenallani	omena_N-ADE-1SG	omena-la-ni	1
omenapiiraan	omenapiiraan	omena_N-piras_N-GEN	omena-pira-n	1
omistautua	omistautua	omistautua_V-INF1	omistautu-a	1
omistautuneina	omistautuneina	omistautua_V-PCP2-PL-ES	omistautu-ne-i-na	1
ongelmaluotot	ongelmaluotot	ongelma_N-luoto_N-PL	ongelma-luoto-t	1
ongelmapelurille	ongelmapelurille	ongelma_N-peluri_N-AL	ongelma-peluri-le	1
onnittelijaa	onnittelijaa	onitela_V-DVJA-PTV	oniteli-ja-a	1
opintoohjelman	opintoohjelman	opinto_N-ohjelma_N-GEN	opinto-ohjelma-n	1
opintovelkoja	opintovelkoja	opinto_N-velka_N-PL-PTV	opinto-velko-j-a	1
opiskelijamääriä	opiskelijamääriä	opiskela_V-DVJA-märä_N-PL-PTV	opiskeli-ja-mär-i-ä	1
opiskelijapariskunta	opiskelijapariskunta	opiskela_V-DVJA-paris-kunta_N	opiskeli-ja-paris-kunta	1
opiskelijavaihtona	opiskelijavaihtona	opiskela_V-DVJA-vaihto_N-ES	opiskeli-ja-vaihto-na	1
opiskelutapojen	opiskelutapojen	opiskela_V-DVU-tapa_N-PL-GEN	opiskel-u-tapo-j-en	1
oppimistani	oppimistani	opia_V-DVMA-PL-ELA-1SG	opi-m-i-sta-ni	1
oppisuuntien	oppisuuntien	opi_N-su_N-GEN-tie_N	opi-su-n-tie	1
oppositioedustaja	oppositioedustaja	opositio_N-edusta_V-DVJA	opositio-edusta-ja	1
optikkoliikkeeseen	optikkoliikkeeseen	optiko_N-like_N-ILL_sIn	optiko-like-sen	1
oraat	oraat	oras_N-PL	ora-t	1
orasta	orasta	ora_N-ELA-oranen_N-PTV	ora-sta-oras-ta	1
orkesterisäestyksen	orkesterisäestyksen	orkesteri_N-säestä_V-DVUS-GEN	orkesteri-säest-ykse-n	1
osakkaitten	osakkaitten	osakas_N-PL-GEN	osaka-i-ten	1
osakkeenomistajiaan	osakkeenomistajiaan	osake_N-GEN-omista_V-DVJA-PL-PTV-3SGPL	osake-n-omista-j-i-a-an	1
osastonaan	osastonaan	osasto_N-ES-3SGPL	osasto-na-an	1
osavaltioidensa	osavaltioidensa	osa_N-valtio_N-PL-GEN-3SGPL_nsA	osa-valtio-i-de-nsa	1
osioista	osioista	osio_N-PL-ELA	osio-i-sta	1
osiolta	osiolta	osio_N-ABL	osio-lta	1
oskulla	oskulla	osku_N-ADE	osku-la	1
ostamat	ostamat	osta_V-DVMA-PL	osta-ma-t	1
ostopuolella	ostopuolella	osto_N-puoli_N-ADE	osto-puole-la	1
ostovoimaa	ostovoimaa	osto_N-voi-ma_N	osto-voi-ma	1
osuuspankkikeskuksessa	osuuspankkikeskuksessa	osus_N-panki_N-keskus_N-INE	osus-panki-keskukse-sa	1
otetaankin	otetaankin	ota_V-PS-PE4-kin_CLI	ote-ta-an-kin	1
otettavalle	otettavalle	ota_V-PS-PCP1-AL	ote-ta-va-le	1
otsasta	otsasta	otsa_N-ELA	otsa-sta	1
otsatukka	otsatukka	otsa_N-tuka_N	otsa-tuka	1
otteeseen	otteeseen	ote_N-ILL_sIn	ote-sen	1
ottolainausenemmyys	ottolainausenemmyys	oto_N-lainata_V-DVUS-enemys_N	oto-laina-us-enemys	1
pahat	pahat	paha_A-PL	paha-t	1
paikallisjunalla	paikallisjunalla	paikalinen_A-juna_N-ADE	paikalis-juna-la	1
painorajoitetulla	painorajoitetulla	paino_N-rajoita_V-PSPCP2-ADE	paino-rajoite-tu-la	1
painuneita	painuneita	painua_V-PCP2-PL-PTV	painu-ne-i-ta	1
paisuntaastian	paisuntaastian	paisua_V-DVNTA-astia_N-GEN	paisu-nta-astia-n	1
paisuvilla	paisuvilla	paisua_V-PCP1-PL-ADE	paisu-v-i-la	1
pakkassää	pakkassää	pakanen_N-sä_N	pakas-sä	1
pakkotyöllistämisestä	pakkotyöllistämisestä	pako_N-työlistä_V-DVMINEN-ELA	pako-työlistä-mise-stä	1
pakolaisasema	pakolaisasema	pakolainen_N-asema_N	pakolais-asema	1
paksunsuolensyövässä	paksunsuolensyövässä	paksu_A-GEN-suoli_N	paksu-n-suole	1
palatsiaukio	palatsiaukio	palatsi_N-aukio_N	palatsi-aukio	1
palestiinalaisaktivistin	palestiinalaisaktivistin	palestinalainen_A/N-aktivisti_N-GEN	palestinalais-aktivisti-n	1
palestiinalaisjohtoisen	palestiinalaisjohtoisen	palestinalainen_A/N-johtoinen_A-GEN	palestinalais-johtoise-n	1
palestiinalaisvaaleihin	palestiinalaisvaaleihin	palestinalainen_A/N-vali_N-PL-ILL	palestinalais-vale-i-hin	1
paljastatte	paljastatte	paljasta_V-PL2	paljasta-te	1
palkankorotusvaatimusta	palkankorotusvaatimusta	palka_N-GEN-korota_V-DVUS-vatimus_N-PTV	palka-n-korot-us-vatimus-ta	1
palkansaajilla	palkansaajilla	palka_N-GEN-sada_V-DVJA-PL-ADE	palka-n-sa-j-i-la	1
palkatut	palkatut	palkata_V-PSPCP2-PL	palka-tu-t	1
palkintojenjakoiltaan	palkintojenjakoiltaan	palkita_V-DVNTA-PL-GEN-jako_N-ilta_N-ILL-palkinto_N	palki-nto-j-en-jako-ilta-an-palkinto	1
palkintopallia	palkintopallia	palkinto_N-pali_N-PTV	palkinto-pali-a	1
palkkaakaan	palkkaakaan	palka_N-PTV-kAn_CLI-palkata_V	palka-a-kan-palka	1
palloiluun	palloiluun	paloila_V-DVU-ILL	paloil-u-un	1
palveluasunnon	palveluasunnon	palvela_V-DVU-asunto_N-GEN	palvel-u-asuno-n	1
palveluhalua	palveluhalua	palvela_V-DVU-halu_N-PTV	palvel-u-halu-a	1
palvelumuodon	palvelumuodon	palvela_V-DVU-muoto_N-GEN	palvel-u-muodo-n	1
palvelusetelikokeilun	palvelusetelikokeilun	palvela_V-DVU-seteli_N-kokeila_V	palvel-u-seteli-kokeil	1
palvelutunti	palvelutunti	palvela_V-DVU-tunti_N	palvel-u-tunti	1
pankkivirkailijana	pankkivirkailijana	panki_N-virkailija_N-ES	panki-virkailija-na	1
panttioikeuteen	panttioikeuteen	panti_N-oikea_A-DAUS-ILL	panti-oike-ute-en	1
panttivankiasian	panttivankiasian	panti_N-vanki_N-asia_N-GEN	panti-vanki-asia-n	1
paperimiehen	paperimiehen	paperi_N-mies_N-GEN	paperi-miehe-n	1
parhaimmasta	parhaimmasta	hyvä_A-SUP-ELA	parha-ima-sta	1
paronitarta	paronitarta	paronitar_N-PTV	paronitar-ta	1
paronittarelta	paronittarelta	paronitar_N-ABL	paronitare-lta	1
paroselle	paroselle	paronen_N-AL	parose-le	1
patamustimmatkin	patamustimmatkin	pata_N-musta_A-SUP-PL-kin_CLI	pata-must-ima-t-kin	1
peitellään	peitellään	peitä_V-DVELE-PS-PE4	peit-el-lä-än	1
peitetyksi	peitetyksi	peitä_V-PSPCP2-TRA	peite-ty-ksi	1
peittoaa	peittoaa	peitota_V-SG3	peitoa-a	1
pekkalat	pekkalat	pekala_N-PL	pekala-t	1
pelaajapalkkioluvuilla	pelaajapalkkioluvuilla	pelata_V-DVJA-palkio_N-luku_N-PL-ADE	pela-ja-palkio-luvu-i-la	1
pelastamatta	pelastamatta	pelasta_V-DVMA-ABE	pelasta-ma-ta	1
pelastusliittojen	pelastusliittojen	pelasta_V-DVUS-lito_N-PL-GEN	pelast-us-lito-j-en	1
pelastustehtäviin	pelastustehtäviin	pelasta_V-DVUS-tehtävä_N-PL-ILL	pelast-us-tehtäv-i-in	1
pelihalliin	pelihalliin	peli_N-hali_N-ILL	peli-hali-in	1
peltinen	peltinen	peltinen_A	peltinen	1
peltiseen	peltiseen	peltinen_A-ILL	peltise-en	1
peltisissä	peltisissä	peltinen_A-PL-INE	peltis-i-sä	1
pengerkatu	pengerkatu	penger_N-katu_N	penger-katu	1
pentiumeihin	pentiumeihin	pentium_N-PL-ILL	pentiume-i-hin	1
perheenemännällä	perheenemännällä	perhe_N-GEN-emäntä_N-ADE	perhe-n-emänä-lä	1
perheneuvonnassa	perheneuvonnassa	perhe_N-neuvonta_N-INE	perhe-neuvona-sa	1
perhetuet	perhetuet	perhe_N-tuki_N-PL	perhe-tue-t	1
perhosuintispesialisti	perhosuintispesialisti	perhonen_N-uinti_N-spesialisti_N	perhos-uinti-spesialisti	1
perinnetietoinen	perinnetietoinen	perine_N-tietoinen_A	perine-tietoinen	1
perinteitten	perinteitten	perine_N-PL-GEN	perinte-i-ten	1
perinteitäkään	perinteitäkään	perine_N-PL-PTV-kAn_CLI	perinte-i-tä-kän	1
perintörahoilla	perintörahoilla	perintö_N-raha_N-PL-ADE	perintö-raho-i-la	1
perunakaupoista	perunakaupoista	peru_N-ES-kaupa_N-PL-ELA-peruna_N	peru-na-kaupo-i-sta-peruna	1
peruskorossa	peruskorossa	perus_PFX-korko_N-INE	perus-koro-sa	1
peruslaitteistot	peruslaitteistot	perus_PFX-laiteisto_N-PL	perus-laiteisto-t	1
peruslähteille	peruslähteille	perus_PFX-lähde_N-PL-AL	perus-lähte-i-le	1
perusporukkaa	perusporukkaa	perus_PFX-poruka_N-PTV	perus-poruka-a	1
perusteltu	perusteltu	perusta_V-DVELE-PSPCP2	perust-el-tu	1
peruuttikin	peruuttikin	peruta_V-PAST-kin_CLI	perut-i-kin	1
peräseinälle	peräseinälle	perä_N-seinä_N-AL	perä-seinä-le	1
peseytymistilana	peseytymistilana	peseytyä_V-DVMINEN-tila_N-ES	peseyty-mis-tila-na	1
pesimärauha	pesimärauha	pesiä_V-DVMA-rauha_N	pesi-mä-rauha	1
pestipalvelusta	pestipalvelusta	pesti_N-palvela_V-DVU-ELA	pesti-palvel-u-sta	1
pesäpallomuistot	pesäpallomuistot	pesä_N-palo_N-muisto_N-PL	pesä-palo-muisto-t	1
pesäpallotyyliin	pesäpallotyyliin	pesä_N-palo_N-tyli_N-ILL	pesä-palo-tyli-in	1
pettymystäni	pettymystäni	petymys_N-PTV-1SG	petymys-tä-ni	1
petunia	petunia	petunia_N	petunia	1
pianojen	pianojen	piano_N-PL-GEN	piano-j-en	1
pidettykään	pidettykään	pitä_V-PSPCP2-kAn_CLI	pide-ty-kän	1
pidätettävien	pidätettävien	pitä_V-DVTA-PS-PCP1-PL-GEN	pidä-te-tä-v-i-en	1
pidättämisessä	pidättämisessä	pidätä_V-DVMINEN-INE	pidätä-mise-sä	1
pienennettiin	pienennettiin	pienetä_V-DVNTA-PS-PAST-PE4	piene-ne-t-i-in	1
pienimäelle	pienimäelle	pieni_A-mäki_N-AL	pieni-mäe-le	1
pienoissukellusvene	pienoissukellusvene	pienoinen_A-sukelta_V-DVUS-vene_N	pienois-sukel-us-vene	1
pienosakkaille	pienosakkaille	piki_N-GEN-osakas_N-PL-AL-pien_PFX	pie-n-osaka-i-le-pien	1
piere	piere	pierä_V	piere	1
pietarilaisryhmän	pietarilaisryhmän	pietarilainen_A/N-ryhmä_N-GEN	pietarilais-ryhmä-n	1
piikkiöläisen	piikkiöläisen	pikiö_N-DNLAINEN-GEN	pikiö-läise-n	1
piiraita	piiraita	pi_N-raita_N-piras_N-PL-PTV	pi-raita-pira-i-ta	1
piirakoista	piirakoista	pi_N-rako_N-PL-ELA	pi-rako-i-sta	1
piirrosfilmissä	piirrosfilmissä	piros_N-filmi_N-INE	piros-filmi-sä	1
piirtäisi	piirtäisi	pirtä_V-COND	pirtä-isi	1
piirtämistään	piirtämistään	pirtä_V-DVMA-PL-ELA-3SGPL	pirtä-m-i-stä-än	1
piirustelun	piirustelun	pirusta_V-DVELE-DVU-GEN	pirust-el-u-n	1
pikkuleivistä	pikkuleivistä	piku_A-leipä_N-PL-ELA	piku-leiv-i-stä	1
pikkulohkon	pikkulohkon	piku_A-lohko_N-GEN	piku-lohko-n	1
pikkurämeiden	pikkurämeiden	piku_A-räme_N-PL-GEN	piku-räme-i-den	1
pikkuseikkoja	pikkuseikkoja	piku_A-seika_N-PL-PTV	piku-seiko-j-a	1
pikkusiskonsa	pikkusiskonsa	piku_A-sisko_N-3SGPL_nsA	piku-sisko-nsa	1
pilkankohde	pilkankohde	pilka_N-GEN-kohde_N	pilka-n-kohde	1
pilvenmäki	pilvenmäki	pilvi_N-GEN-mäki_N	pilve-n-mäki	1
pimenisi	pimenisi	pimetä_V-COND	pimen-isi	1
pimennysverhot	pimennysverhot	pimetä_V-DVNTA-DVUS-verho_N-PL	pime-n-ys-verho-t	1
piristysruisku	piristysruisku	piristä_V-DVUS-ruisku_N	pirist-ys-ruisku	1
pirstoutuneiden	pirstoutuneiden	pirstoa_V-DVUTU-PCP2-PL-GEN	pirsto-utu-ne-i-den	1
pisteitäni	pisteitäni	piste_N-PL-PTV-1SG	piste-i-tä-ni	1
pistetyt	pistetyt	pistä_V-PSPCP2-PL	piste-ty-t	1
pituisiksi	pituisiksi	pituinen_A-PL-TRA	pituis-i-ksi	1
pitäjänkarttaan	pitäjänkarttaan	pitä_V-DVJA-GEN-karsi_N-PTV-3SGPL	pitä-jä-n-kart-ta-an	1
pitämistä	pitämistä	pitä_V-DVMA-PL-ELA	pitä-m-i-stä	1
plakaatteineen	plakaatteineen	plakati_N-CMT-3SGPL	plakate-ine-en	1
plussasta	plussasta	plusa_N-ELA	plusa-sta	1
poijut	poijut	poiju_N-PL	poiju-t	1
poikastuotannosta	poikastuotannosta	poikanen_N-tuotanto_N-ELA	poikas-tuotano-sta	1
poikastuotanto	poikastuotanto	poikanen_N-tuotanto_N	poikas-tuotanto	1
poimintakaudella	poimintakaudella	poimia_V-DVNTA-kausi_N-ADE	poimi-nta-kaude-la	1
poimittu	poimittu	poimia_V-PSPCP2	poimi-tu	1
poliisijärjestelmän	poliisijärjestelmän	polisi_N-järjestelmä_N-GEN	polisi-järjestelmä-n	1
poliisioikeuden	poliisioikeuden	polisi_N-oikea_A-DAUS-GEN	polisi-oike-ude-n	1
poliisiralli	poliisiralli	polisi_N-rali_N	polisi-rali	1
poltellut	poltellut	polta_V-DVELE-PSPCP2-PL	polt-el-lu-t	1
poltettiin	poltettiin	polta_V-PS-PAST-PE4	polte-t-i-in	1
polvipituus	polvipituus	polvi_N-pitus_N	polvi-pitus	1
polyfonista	polyfonista	polyfoninen_A-PTV	polyfonis-ta	1
pompottavana	pompottavana	pompota_V-PCP1-ES	pompota-va-na	1
pompottelussa	pompottelussa	pompota_V-DVELE-DVU-INE	pompot-el-u-sa	1
populaariksi	populaariksi	populari_A-TRA	populari-ksi	1
porotalousneuvoja	porotalousneuvoja	poro_N-talous_N-neuvoa_V-DVJA	poro-talous-neuvo-ja	1
postinjakoalueittain	postinjakoalueittain	posti_N-GEN-jako_N-alue_N-DNITAIN	posti-n-jako-alue-itain	1
potkuhousuja	potkuhousuja	potku_N-housu_N-PL-PTV	potku-housu-j-a	1
povellaan	povellaan	povi_N-ADE-3SGPL	pove-la-an	1
presidenteille	presidenteille	presidenti_N-PL-AL	presidente-i-le	1
pressin	pressin	presi_N-GEN	presi-n	1
projektiavustusta	projektiavustusta	projekti_N-avusta_V-DVUS-PTV	projekti-avust-us-ta	1
projektinjohtopalveluja	projektinjohtopalveluja	projekti_N-GEN-johto_N-palvela_V-DVU-PL-PTV	projekti-n-johto-palvel-u-j-a	1
prosenttilinjalla	prosenttilinjalla	prosenti_N-linja_N-ADE	prosenti-linja-la	1
psykoottisia	psykoottisia	psykotinen_A-PL-PTV	psykotis-i-a	1
psykoottista	psykoottista	psykotinen_A-PTV	psykotis-ta	1
psykosomaattisen	psykosomaattisen	psyko_PFX-somatinen_A-GEN	psyko-somatise-n	1
psykoterapeutista	psykoterapeutista	psyko_PFX-terapeuti_N-ELA	psyko-terapeuti-sta	1
pudotukseksi	pudotukseksi	pudota_V-DVUS-TRA	pudot-ukse-ksi	1
puhallukset	puhallukset	puhalta_V-DVUS-PL	puhal-ukse-t	1
puhdaspiirteisimpiä	puhdaspiirteisimpiä	puhdas_A-pirteinen_A-SUP-PL-PTV	puhdas-pirteis-imp-i-ä	1
puhdistamon	puhdistamon	puhdistamo_N-GEN	puhdistamo-n	1
puhdistamourakka	puhdistamourakka	puhdistamo_N-uraka_N	puhdistamo-uraka	1
puheenjohtajakokoukselle	puheenjohtajakokoukselle	puhe_N-GEN-johta_V-DVJA-kokous_N-AL	puhe-n-johta-ja-kokoukse-le	1
puimuria	puimuria	puimuri_N-PTV	puimuri-a	1
pukeutua	pukeutua	pukea_V-DVUTU-INF1	puke-utu-a	1
pukeutumisetiketistä	pukeutumisetiketistä	pukea_V-DVUTU-DVMINEN-etiketi_N-ELA	puke-utu-mis-etiketi-stä	1
pukeutumistiloissa	pukeutumistiloissa	pukea_V-DVUTU-DVMINEN-tila_N-PL-INE	puke-utu-mis-tilo-i-sa	1
pukeutuu	pukeutuu	pukea_V-DVUTU-SG3	puke-utu-u	1
punamultamaalia	punamultamaalia	puna_N-multa_N-mali_N-PTV	puna-multa-mali-a	1
punatiilisiä	punatiilisiä	puna_N-tilinen_A-PL-PTV	puna-tilis-i-ä	1
puolimaista	puolimaista	puoli_N-ma_N-PL-ELA	puoli-ma-i-sta	1
puolisotilaalliseen	puolisotilaalliseen	puoli_N-sotilas_N-DNLINEN-ILL	puoli-sotila-lise-en	1
puoluekoneistolle	puoluekoneistolle	puolue_N-koneisto_N-AL	puolue-koneisto-le	1
pureeko	pureeko	pura_V-SG3-kO_CLI	pure-e-ko	1
purjehtijan	purjehtijan	purjehtia_V-DVJA-GEN	purjehti-ja-n	1
purjehtinut	purjehtinut	purjehtia_V-PCP2	purjehti-nut	1
purkakaa	purkakaa	purka_V-IMPV	purka-ka	1
purkitettuja	purkitettuja	purkita_V-PSPCP2-PL-PTV	purkite-tu-j-a	1
purrella	purrella	pursi_N-ADE	pure-la	1
puske	puske	puskea_V	puske	1
puuhiinsa	puuhiinsa	puha_N-PL	puh-i	1
puurunkoisiksi	puurunkoisiksi	pu_N-runkoinen_A-PL-TRA	pu-runkois-i-ksi	1
puutarhapalstallaan	puutarhapalstallaan	pu_N-tarha_N-palsta_N-ADE-3SGPL	pu-tarha-palsta-la-an	1
puutarhatila	puutarhatila	pu_N-tarha_N-tila_N	pu-tarha-tila	1
puutuoteteollisuus	puutuoteteollisuus	pu_N-tuote_N-teolinen_A-DAUS	pu-tuote-teolis-us	1
pyhäaikataulujen	pyhäaikataulujen	pyhä_A-aika_A-taulu_N-PL-GEN	pyhä-aika-taulu-j-en	1
pyllyt	pyllyt	pyly_N-PL	pyly-t	1
pyrkimyksillämme	pyrkimyksillämme	pyrkimys_N-PL-ADE-1PL	pyrkimyks-i-lä-me	1
pyöritetään	pyöritetään	pyöriä_V-DVTA-PS-PE4	pyöri-te-tä-än	1
päinvastaiseksi	päinvastaiseksi	pä_N-PL-INS-vastainen_A-TRA-päin	pä-i-n-vastaise-ksi-päin	1
päivitettyjä	päivitettyjä	päivitä_V-PSPCP2-PL-PTV	päivite-ty-j-ä	1
päivystysvalmiutta	päivystysvalmiutta	päivystä_V-DVUS-valmius_N-PTV	päivyst-ys-valmiut-ta	1
päiväetappeja	päiväetappeja	päivä_N-etapi_N-PL-PTV	päivä-etape-j-a	1
päiväkirjamerkintöjen	päiväkirjamerkintöjen	päivä_N-kirja_N-merkitä_V-DVNTA-PL-GEN	päivä-kirja-merki-ntö-j-en	1
päivätansseja	päivätansseja	päivä_N-tansi_N-PL-PTV	päivä-tanse-j-a	1
päivätyökeräyksen	päivätyökeräyksen	päivä_N-työ_N-kerätä_V-DVUS-GEN	päivä-työ-kerä-ykse-n	1
päiväuni	päiväuni	päivä_N-uni_N	päivä-uni	1
pälkähti	pälkähti	pälkähtä_V-PAST	pälkäht-i	1
pälkähtänyt	pälkähtänyt	pälkähtä_V-PCP2	pälkähtä-nyt	1
pärjänneitä	pärjänneitä	pärjätä_V-PCP2-PL-PTV	pärjän-ne-i-tä	1
pätevänä	pätevänä	päteä_V-PCP1-ES	päte-vä-nä	1
päähenkilöissä	päähenkilöissä	pä_N-henkilö_N-PL-INE	pä-henkilö-i-sä	1
päähenkilöään	päähenkilöään	pä_N-henkilö_N-PTV-3SGPL	pä-henkilö-ä-än	1
