Lemma	SF	Analysis	Segmentation	Freq
murentua	murentua	murentua_V-INF1	murentu-a	1
murtamaan	murtamaan	murtaa_V-DVMA-ILL	murta-ma-an	1
murtautujia	murtautujia	murtautua_V-DVJA-PL-PTV	murtautu-j-i-a	1
murtovarkautta	murtovarkautta	murto_N-varkaus_N-PTV	murto-varkaut-ta	1
murtumilla	murtumilla	murtua_V-DVMA-PL-ADE-murtuma_N	murtu-m-i-lla-murtum	1
murtuvalta	murtuvalta	murtua_V-PCP1-ABL	murtu-va-lta	1
musiikissaan	musiikissaan	musiikki_N-INE-3SGPL	musiiki-ssa-an	1
musiikkielämys	musiikkielämys	musiikki_N-elämys_N	musiikki-elämys	1
musiikkilajien	musiikkilajien	musiikki_N-laji_N-PL-GEN	musiikki-laj-i-en	1
musiikkilehdistö	musiikkilehdistö	musiikki_N-lehdistö_N	musiikki-lehdistö	1
musiikkimajuri	musiikkimajuri	musiikki_N-majuri_N	musiikki-majuri	1
muslimiperheiden	muslimiperheiden	muslimi_N-perhe_N-PL-GEN	muslimi-perhe-i-den	1
muslimiryhmään	muslimiryhmään	muslimi_N-ryhmä_N-ILL	muslimi-ryhmä-än	1
mutaisella	mutaisella	mutainen_A-ADE	mutaise-lla	1
muumioksi	muumioksi	muumio_N-TRA	muumio-ksi	1
muunrotuisia	muunrotuisia	muu_PRON-GEN-rotuinen_A-PL-PTV	muu-n-rotuis-i-a	1
muutoksenhakuasteissa	muutoksenhakuasteissa	muutos_N-GEN-haku_N-aste_N-PL-INE	muutokse-n-haku-aste-i-ssa	1
myrkkyonnettomuuksiin	myrkkyonnettomuuksiin	myrkky_N-onni_N-DNTON-DAUUS-PL-ILL	myrkky-onne-ttom-uuks-i-in	1
myrkkysäiliöitä	myrkkysäiliöitä	myrkky_N-säiliö_N-PL-PTV	myrkky-säiliö-i-tä	1
myrkyttömien	myrkyttömien	myrkky_N-DNTON-PL-GEN	myrky-ttöm-i-en	1
myymälöitään	myymälöitään	myymälä_N-PL-PTV-3SGPL	myymälö-i-tä-än	1
myynnillä	myynnillä	myydä_V-DVNTI-ADE	myy-nni-llä	1
myyntiehdoista	myyntiehdoista	myydä_V-DVNTI-ehto_N-PL-ELA	myy-nti-ehdo-i-sta	1
myyntikatteella	myyntikatteella	myydä_V-DVNTI-kate_N-ADE	myy-nti-kattee-lla	1
myöhemmässä	myöhemmässä	myöhä_A-CMP-INE	myöhe-mmä-ssä	1
myötäjäisistä	myötäjäisistä	myötäjäinen_A-PL-ELA	myötäjäis-i-stä	1
myötäjäisten	myötäjäisten	myötäjäinen_A-PL-GEN	myötäjäis-t-en	1
mäkikotkat	mäkikotkat	mäki_N-kotka_N-PL	mäki-kotka-t	1
määrittelisi	määrittelisi	määrittää_V-DVELE-COND	määritt-el-isi	1
määräaikaistileillä	määräaikaistileillä	määrä_N-aikainen_A-tili_N-PL-ADE	määrä-aikais-tile-i-llä	1
määräisinä	määräisinä	määräinen_A-PL-ESS	määräis-i-nä	1
naamiota	naamiota	naamio_N-PTV	naamio-ta	1
naapurikuntiin	naapurikuntiin	naapuri_N-kunta_N-PL-ILL	naapuri-kunt-i-in	1
naapuriyhdistykseen	naapuriyhdistykseen	naapuri_N-yhdistää_V-DVUS-ILL	naapuri-yhdist-ykse-en	1
naispesäpalloilijoita	naispesäpalloilijoita	nainen_N-pesä_N-palloilla_V-DVJA-PL-PTV	nais-pesä-palloili-jo-i-ta	1
naispuolustusministeri	naispuolustusministeri	nainen_N-puolustaa_V-DVUS-ministeri_N	nais-puolust-us-ministeri	1
naisurheilijoiksi	naisurheilijoiksi	nainen_N-urheilla_V-DVJA-PL-TRA	nais-urheili-jo-i-ksi	1
natseihin	natseihin	natsi_N-PL-ILL	natse-i-hin	1
natsimielisiä	natsimielisiä	natsi_N-mielinen_A-PL-PTV	natsi-mielis-i-ä	1
natsirikolliset	natsirikolliset	natsi_N-rikko_N-DNLLINEN-PL	natsi-riko-llise-t	1
natsoista	natsoista	natsa_N-PL-ELA	natso-i-sta	1
nauhakaupungin	nauhakaupungin	nauha_N-kaupunki_N-GEN	nauha-kaupungi-n	1
naureskelija	naureskelija	naureskella_V-DVJA	naureskeli-ja	1
nettiin	nettiin	netti_N-ILL	netti-in	1
nettoaa	nettoaa	netota_V-SG3	nettoa-a	1
nettomenoiltaan	nettomenoiltaan	netto_N-meno_N-PL-ABL-3SGPL	netto-meno-i-lta-an	1
nettosivat	nettosivat	netota_V-PAST-PL3	nettos-i-vat	1
neuroradiologian	neuroradiologian	neuro_PFX-radiologia_N-GEN	neuro-radiologia-n	1
neuvonnalla	neuvonnalla	neuvonta_N-ADE	neuvonna-lla	1
neuvontakuluja	neuvontakuluja	neuvonta_N-kulua_V-DVJA	neuvonta-kulu-ja	1
neuvontapalveluihin	neuvontapalveluihin	neuvonta_N-palvella_V-DVU-PL-ILL	neuvonta-palvel-u-i-hin	1
neuvontatoimistoon	neuvontatoimistoon	neuvonta_N-toimisto_N-ILL	neuvonta-toimisto-on	1
neuvostoa	neuvostoa	neuvosto_N-PTV	neuvosto-a	1
neuvottelukokoukseen	neuvottelukokoukseen	neuvotella_V-DVU-kokous_N-ILL	neuvottel-u-kokoukse-en	1
niemeke	niemeke	niemeke_N	niemeke	1
niemekkeellä	niemekkeellä	niemeke_N-ADE	niemekkee-llä	1
nimikysymys	nimikysymys	nimi_N-kysymys_N	nimi-kysymys	1
nimiroolin	nimiroolin	nimi_N-rooli_N-GEN	nimi-rooli-n	1
nimityksestään	nimityksestään	nimittää_V-DVUS-ELA-3SGPL	nimit-ykse-stä-än	1
niskavillat	niskavillat	niska_N-villa_N-PL	niska-villa-t	1
nivusvammansa	nivusvammansa	nivukset_N-vamma_N-3SGPL	nivus-vamma-nsa	1
nobelpalkintona	nobelpalkintona	nobel_N-palkinto_N-ESS	nobel-palkinto-na	1
nobelpalkintoon	nobelpalkintoon	nobel_N-palkinto_N-ILL	nobel-palkinto-on	1
nominilauseke	nominilauseke	nomini_N-lauseke_N	nomini-lauseke	1
normaalivartaloisia	normaalivartaloisia	normaali_A-vartaloinen_A-PL-PTV	normaali-vartalois-i-a	1
nostamispaineitakaan	nostamispaineitakaan	nostaa_V-DVMINEN-paine_N-PL-PTV-kAAn_CLI	nosta-mis-paine-i-ta-kaan	1
nostattavista	nostattavista	nostaa_V-DVTTA-PCP1-PL-ELA	nosta-tta-v-i-sta	1
nostavaa	nostavaa	nostaa_V-PCP1-PTV	nosta-va-a	1
noudatellen	noudatellen	noudattaa_V-DVELE-INF2-INS	noudat-el-le-n	1
nousukunnosta	nousukunnosta	nousu_N-kunto_N-ELA	nousu-kunno-sta	1
nukkavierut	nukkavierut	nukka_N-vieru_N-PL	nukka-vieru-t	1
nummijärvelle	nummijärvelle	nummi_N-järvi_N-ALL	nummi-järve-lle	1
nuortennäytelmiin	nuortennäytelmiin	nuori_A-PL-GEN-näytelmä_N-PL-ILL	nuor-t-en-näytelm-i-in	1
nuoruustyypin	nuoruustyypin	nuori_A-DAUUS-tyyppi_N-GEN	nuor-uus-tyypi-n	1
nykyruotsin	nykyruotsin	nyky_PFX-ruotsi_N-GEN	nyky-ruotsi-n	1
nykytilan	nykytilan	nyky_PFX-tila_N-GEN	nyky-tila-n	1
nyrkkirauta	nyrkkirauta	nyrkki_N-rauta_N	nyrkki-rauta	1
nyrkkirysyn	nyrkkirysyn	nyrkki_N-rysy_N-GEN	nyrkki-rysy-n	1
nähdessä	nähdessä	nähdä_V-INF2-INE	näh-de-ssä	1
näkemyksistämme	näkemyksistämme	näkemys_N-PL-ELA-1PL	näkemyks-i-stä-mme	1
näköispainokset	näköispainokset	näköinen_A-painos_N-PL	näköis-painokse-t	1
näreneva	näreneva	näre_N-neva_N	näre-neva	1
näsijärvestä	näsijärvestä	näsijärvi_N-ELA	näsijärve-stä	1
näytelmällisyyteen	näytelmällisyyteen	näytelmä_N-DNLLINEN-DAUUS-ILL	näytelmä-llis-yyte-en	1
näytteillä	näytteillä	näyte_N-PL-ADE-näytteillä_ADV	näytte-i-llä-näyttei	1
näytösoikeudenkäynti	näytösoikeudenkäynti	näytös_N-oikea_A-DAUS-GEN-käydä_V-DVNTI	näytös-oike-ude-n-käy-nti	1
objektiiveista	objektiiveista	objektiivi_N-PL-ELA	objektiive-i-sta	1
odotuksille	odotuksille	odottaa_V-DVUS-PL-ALL	odot-uks-i-lle	1
ohjailemista	ohjailemista	ohjata_V-DVILE-DVMA-PL-ELA	ohja-ile-m-i-sta	1
ohjelmatuotannolle	ohjelmatuotannolle	ohjelma_N-tuotanto_N-ALL	ohjelma-tuotanno-lle	1
oikeampi	oikeampi	oikea_A-CMP	oikea-mpi	1
oikeaoppisia	oikeaoppisia	oikea_A-oppinen_A-PL-PTV	oikea-oppis-i-a	1
oikeaoppisuuden	oikeaoppisuuden	oikea_A-oppinen_A-DAUUS-GEN	oikea-oppis-uude-n	1
oikeistolaisuudesta	oikeistolaisuudesta	oikeistolainen_A-DAUUS-ELA	oikeistolais-uude-sta	1
oikeudenhaku	oikeudenhaku	oikea_A-DAUS-GEN-haku_N	oike-ude-n-haku	1
oireiksi	oireiksi	oire_N-PL-TRA	oire-i-ksi	1
oivallettavaksi	oivallettavaksi	oivaltaa_V-PSS-PCP1-TRA	oivalle-tta-va-ksi	1
oivalluksissaan	oivalluksissaan	oivaltaa_V-DVUS-PL-INE-3SGPL	oivall-uks-i-ssa-an	1
oksentavia	oksentavia	oksentaa_V-PCP1-PL-PTV	oksenta-v-i-a	1
olki	olki	olki_N	olki	1
oluelta	oluelta	olut_N-ABL	olue-lta	1
olutostot	olutostot	olut_N-osto_N-PL	olut-osto-t	1
olympiajoukkueen	olympiajoukkueen	olympia_N-joukkue_N-GEN	olympia-joukkuee-n	1
olympiavaatimusten	olympiavaatimusten	olympia_N-vaatimus_N-PL-GEN	olympia-vaatimus-t-en	1
olympiavuotta	olympiavuotta	olympia_N-vuo_N-ABE	olympia-vuo-tta	1
omenallani	omenallani	omena_N-ADE-1SG	omena-lla-ni	1
omenapiiraan	omenapiiraan	omena_N-piiras_N-GEN	omena-piiraa-n	1
omistautua	omistautua	omistautua_V-INF1	omistautu-a	1
omistautuneina	omistautuneina	omistautua_V-PCP2-PL-ESS	omistautu-ne-i-na	1
ongelmaluotot	ongelmaluotot	ongelma_N-luotto_N-PL	ongelma-luoto-t	1
ongelmapelurille	ongelmapelurille	ongelma_N-peluri_N-ALL	ongelma-peluri-lle	1
onnittelijaa	onnittelijaa	onnitella_V-DVJA-PTV	onnitteli-ja-a	1
opintoohjelman	opintoohjelman	opinto_N-ohjelma_N-GEN	opinto-ohjelma-n	1
opintovelkoja	opintovelkoja	opinto_N-velka_N-PL-PTV	opinto-velko-j-a	1
opiskelijamääriä	opiskelijamääriä	opiskella_V-DVJA-määrä_N-PL-PTV	opiskeli-ja-määr-i-ä	1
opiskelijapariskunta	opiskelijapariskunta	opiskella_V-DVJA-paris-kunta_N	opiskeli-ja-paris-kunta	1
opiskelijavaihtona	opiskelijavaihtona	opiskella_V-DVJA-vaihto_N-ESS	opiskeli-ja-vaihto-na	1
opiskelutapojen	opiskelutapojen	opiskella_V-DVU-tapa_N-PL-GEN	opiskel-u-tapo-j-en	1
oppimistani	oppimistani	oppia_V-DVMA-PL-ELA-1SG	oppi-m-i-sta-ni	1
oppisuuntien	oppisuuntien	oppi_N-suu_N-GEN-tie_N	oppi-suu-n-tie	1
oppositioedustaja	oppositioedustaja	oppositio_N-edustaa_V-DVJA	oppositio-edusta-ja	1
optikkoliikkeeseen	optikkoliikkeeseen	optikko_N-liike_N-ILL	optikko-liikkee-seen	1
oraat	oraat	oras_N-PL	oraa-t	1
orasta	orasta	ora_N-ELA-oranen_N-PTV	ora-sta-oras-ta	1
orkesterisäestyksen	orkesterisäestyksen	orkesteri_N-säestää_V-DVUS-GEN	orkesteri-säest-ykse-n	1
osakkaitten	osakkaitten	osakas_N-PL-GEN	osakka-i-tten	1
osakkeenomistajiaan	osakkeenomistajiaan	osake_N-GEN-omistaa_V-DVJA-PL-PTV-3SGPL	osakkee-n-omista-j-i-a-an	1
osastonaan	osastonaan	osasto_N-ESS-3SGPL	osasto-na-an	1
osavaltioidensa	osavaltioidensa	osa_N-valtio_N-PL-GEN-3SGPL	osa-valtio-i-de-nsa	1
osioista	osioista	osio_N-PL-ELA	osio-i-sta	1
osiolta	osiolta	osio_N-ABL	osio-lta	1
oskulla	oskulla	osku_N-ADE	osku-lla	1
ostamat	ostamat	ostaa_V-DVMA-PL	osta-ma-t	1
ostopuolella	ostopuolella	osto_N-puoli_N-ADE	osto-puole-lla	1
ostovoimaa	ostovoimaa	osto_N-voi-maa_N	osto-voi-maa	1
osuuspankkikeskuksessa	osuuspankkikeskuksessa	osuus_N-pankki_N-keskus_N-INE	osuus-pankki-keskukse-ssa	1
otetaankin	otetaankin	ottaa_V-PSS-PE4-kin_CLI	ote-ta-an-kin	1
otettavalle	otettavalle	ottaa_V-PSS-PCP1-ALL	ote-tta-va-lle	1
otsasta	otsasta	otsa_N-ELA	otsa-sta	1
otsatukka	otsatukka	otsa_N-tukka_N	otsa-tukka	1
otteeseen	otteeseen	ote_N-ILL	ottee-seen	1
ottolainausenemmyys	ottolainausenemmyys	otto_N-lainata_V-DVUS-enemmyys_N	otto-laina-us-enemmyys	1
pahat	pahat	paha_A-PL	paha-t	1
paikallisjunalla	paikallisjunalla	paikallinen_A-juna_N-ADE	paikallis-juna-lla	1
painorajoitetulla	painorajoitetulla	paino_N-rajoittaa_V-PSSPCP2-ADE	paino-rajoite-tu-lla	1
painuneita	painuneita	painua_V-PCP2-PL-PTV	painu-ne-i-ta	1
paisuntaastian	paisuntaastian	paisua_V-DVNTA-astia_N-GEN	paisu-nta-astia-n	1
paisuvilla	paisuvilla	paisua_V-PCP1-PL-ADE	paisu-v-i-lla	1
pakkassää	pakkassää	pakkanen_N-sää_N	pakkas-sää	1
pakkotyöllistämisestä	pakkotyöllistämisestä	pakko_N-työllistää_V-DVMINEN-ELA	pakko-työllistä-mise-stä	1
pakolaisasema	pakolaisasema	pakolainen_N-asema_N	pakolais-asema	1
paksunsuolensyövässä	paksunsuolensyövässä	paksu_A-GEN-suoli_N	paksu-n-suole	1
palatsiaukio	palatsiaukio	palatsi_N-aukio_N	palatsi-aukio	1
palestiinalaisaktivistin	palestiinalaisaktivistin	palestiinalainen_A/N-aktivisti_N-GEN	palestiinalais-aktivisti-n	1
palestiinalaisjohtoisen	palestiinalaisjohtoisen	palestiinalainen_A/N-johtoinen_A-GEN	palestiinalais-johtoise-n	1
palestiinalaisvaaleihin	palestiinalaisvaaleihin	palestiinalainen_A/N-vaali_N-PL-ILL	palestiinalais-vaale-i-hin	1
paljastatte	paljastatte	paljastaa_V-PL2	paljasta-tte	1
palkankorotusvaatimusta	palkankorotusvaatimusta	palkka_N-GEN-korottaa_V-DVUS-vaatimus_N-PTV	palka-n-korot-us-vaatimus-ta	1
palkansaajilla	palkansaajilla	palkka_N-GEN-saada_V-DVJA-PL-ADE	palka-n-saa-j-i-lla	1
palkatut	palkatut	palkata_V-PSSPCP2-PL	palka-tu-t	1
palkintojenjakoiltaan	palkintojenjakoiltaan	palkita_V-DVNTA-PL-GEN-jako_N-ilta_N-ILL-palkinto_N	palki-nto-j-en-jako-ilta-an-palkinto	1
palkintopallia	palkintopallia	palkinto_N-palli_N-PTV	palkinto-palli-a	1
palkkaakaan	palkkaakaan	palkka_N-PTV-kAAn_CLI-palkata_V	palkka-a-kaan-palkkaa	1
palloiluun	palloiluun	palloilla_V-DVU-ILL	palloil-u-un	1
palveluasunnon	palveluasunnon	palvella_V-DVU-asunto_N-GEN	palvel-u-asunno-n	1
palveluhalua	palveluhalua	palvella_V-DVU-halu_N-PTV	palvel-u-halu-a	1
palvelumuodon	palvelumuodon	palvella_V-DVU-muoto_N-GEN	palvel-u-muodo-n	1
palvelusetelikokeilun	palvelusetelikokeilun	palvella_V-DVU-seteli_N-kokeilla_V	palvel-u-seteli-kokeil	1
palvelutunti	palvelutunti	palvella_V-DVU-tunti_N	palvel-u-tunti	1
pankkivirkailijana	pankkivirkailijana	pankki_N-virkailija_N-ESS	pankki-virkailija-na	1
panttioikeuteen	panttioikeuteen	pantti_N-oikea_A-DAUS-ILL	pantti-oike-ute-en	1
panttivankiasian	panttivankiasian	pantti_N-vanki_N-asia_N-GEN	pantti-vanki-asia-n	1
paperimiehen	paperimiehen	paperi_N-mies_N-GEN	paperi-miehe-n	1
parhaimmasta	parhaimmasta	hyvä_A-SUP-ELA	parha-imma-sta	1
paronitarta	paronitarta	paronitar_N-PTV	paronitar-ta	1
paronittarelta	paronittarelta	paronitar_N-ABL	paronittare-lta	1
paroselle	paroselle	paronen_N-ALL	parose-lle	1
patamustimmatkin	patamustimmatkin	pata_N-musta_A-SUP-PL-kin_CLI	pata-must-imma-t-kin	1
peitellään	peitellään	peittää_V-DVELE-PSS-PE4	peit-el-lä-än	1
peitetyksi	peitetyksi	peittää_V-PSSPCP2-TRA	peite-ty-ksi	1
peittoaa	peittoaa	peitota_V-SG3	peittoa-a	1
pekkalat	pekkalat	pekkala_N-PL	pekkala-t	1
pelaajapalkkioluvuilla	pelaajapalkkioluvuilla	pelata_V-DVJA-palkkio_N-luku_N-PL-ADE	pelaa-ja-palkkio-luvu-i-lla	1
pelastamatta	pelastamatta	pelastaa_V-DVMA-ABE	pelasta-ma-tta	1
pelastusliittojen	pelastusliittojen	pelastaa_V-DVUS-liitto_N-PL-GEN	pelast-us-liitto-j-en	1
pelastustehtäviin	pelastustehtäviin	pelastaa_V-DVUS-tehtävä_N-PL-ILL	pelast-us-tehtäv-i-in	1
pelihalliin	pelihalliin	peli_N-halli_N-ILL	peli-halli-in	1
peltinen	peltinen	peltinen_A	peltinen	1
peltiseen	peltiseen	peltinen_A-ILL	peltise-en	1
peltisissä	peltisissä	peltinen_A-PL-INE	peltis-i-ssä	1
pengerkatu	pengerkatu	penger_N-katu_N	penger-katu	1
pentiumeihin	pentiumeihin	pentium_N-PL-ILL	pentiume-i-hin	1
perheenemännällä	perheenemännällä	perhe_N-GEN-emäntä_N-ADE	perhee-n-emännä-llä	1
perheneuvonnassa	perheneuvonnassa	perhe_N-neuvonta_N-INE	perhe-neuvonna-ssa	1
perhetuet	perhetuet	perhe_N-tuki_N-PL	perhe-tue-t	1
perhosuintispesialisti	perhosuintispesialisti	perhonen_N-uinti_N-spesialisti_N	perhos-uinti-spesialisti	1
perinnetietoinen	perinnetietoinen	perinne_N-tietoinen_A	perinne-tietoinen	1
perinteitten	perinteitten	perinne_N-PL-GEN	perinte-i-tten	1
perinteitäkään	perinteitäkään	perinne_N-PL-PTV-kAAn_CLI	perinte-i-tä-kään	1
perintörahoilla	perintörahoilla	perintö_N-raha_N-PL-ADE	perintö-raho-i-lla	1
perunakaupoista	perunakaupoista	peru_N-ESS-kauppa_N-PL-ELA-peruna_N	peru-na-kaupo-i-sta-peruna	1
peruskorossa	peruskorossa	perus_PFX-korko_N-INE	perus-koro-ssa	1
peruslaitteistot	peruslaitteistot	perus_PFX-laitteisto_N-PL	perus-laitteisto-t	1
peruslähteille	peruslähteille	perus_PFX-lähde_N-PL-ALL	perus-lähte-i-lle	1
perusporukkaa	perusporukkaa	perus_PFX-porukka_N-PTV	perus-porukka-a	1
perusteltu	perusteltu	perustaa_V-DVELE-PSSPCP2	perust-el-tu	1
peruuttikin	peruuttikin	peruuttaa_V-PAST-kin_CLI	peruutt-i-kin	1
peräseinälle	peräseinälle	perä_N-seinä_N-ALL	perä-seinä-lle	1
peseytymistilana	peseytymistilana	peseytyä_V-DVMINEN-tila_N-ESS	peseyty-mis-tila-na	1
pesimärauha	pesimärauha	pesiä_V-DVMA-rauha_N	pesi-mä-rauha	1
pestipalvelusta	pestipalvelusta	pesti_N-palvella_V-DVU-ELA	pesti-palvel-u-sta	1
pesäpallomuistot	pesäpallomuistot	pesä_N-pallo_N-muisto_N-PL	pesä-pallo-muisto-t	1
pesäpallotyyliin	pesäpallotyyliin	pesä_N-pallo_N-tyyli_N-ILL	pesä-pallo-tyyli-in	1
pettymystäni	pettymystäni	pettymys_N-PTV-1SG	pettymys-tä-ni	1
petunia	petunia	petunia_N	petunia	1
pianojen	pianojen	piano_N-PL-GEN	piano-j-en	1
pidettykään	pidettykään	pitää_V-PSSPCP2-kAAn_CLI	pide-tty-kään	1
pidätettävien	pidätettävien	pitää_V-DVTTA-PSS-PCP1-PL-GEN	pidä-te-ttä-v-i-en	1
pidättämisessä	pidättämisessä	pidättää_V-DVMINEN-INE	pidättä-mise-ssä	1
pienennettiin	pienennettiin	pienetä_V-DVNTAA-PSS-PAST-PE4	piene-nne-tt-i-in	1
pienimäelle	pienimäelle	pieni_A-mäki_N-ALL	pieni-mäe-lle	1
pienoissukellusvene	pienoissukellusvene	pienoinen_A-sukeltaa_V-DVUS-vene_N	pienois-sukell-us-vene	1
pienosakkaille	pienosakkaille	piki_N-GEN-osakas_N-PL-ALL-pien_PFX	pie-n-osakka-i-lle-pien	1
piere	piere	pierrä_V	piere	1
pietarilaisryhmän	pietarilaisryhmän	pietarilainen_A/N-ryhmä_N-GEN	pietarilais-ryhmä-n	1
piikkiöläisen	piikkiöläisen	piikkiö_N-DNLAINEN-GEN	piikkiö-läise-n	1
piiraita	piiraita	pii_N-raita_N-piiras_N-PL-PTV	pii-raita-piira-i-ta	1
piirakoista	piirakoista	pii_N-rakko_N-PL-ELA	pii-rako-i-sta	1
piirrosfilmissä	piirrosfilmissä	piirros_N-filmi_N-INE	piirros-filmi-ssä	1
piirtäisi	piirtäisi	piirtää_V-COND	piirtä-isi	1
piirtämistään	piirtämistään	piirtää_V-DVMA-PL-ELA-3SGPL	piirtä-m-i-stä-än	1
piirustelun	piirustelun	piirustaa_V-DVELE-DVU-GEN	piirust-el-u-n	1
pikkuleivistä	pikkuleivistä	pikku_A-leipä_N-PL-ELA	pikku-leiv-i-stä	1
pikkulohkon	pikkulohkon	pikku_A-lohko_N-GEN	pikku-lohko-n	1
pikkurämeiden	pikkurämeiden	pikku_A-räme_N-PL-GEN	pikku-räme-i-den	1
pikkuseikkoja	pikkuseikkoja	pikku_A-seikka_N-PL-PTV	pikku-seikko-j-a	1
pikkusiskonsa	pikkusiskonsa	pikku_A-sisko_N-3SGPL	pikku-sisko-nsa	1
pilkankohde	pilkankohde	pilkka_N-GEN-kohde_N	pilka-n-kohde	1
pilvenmäki	pilvenmäki	pilvi_N-GEN-mäki_N	pilve-n-mäki	1
pimenisi	pimenisi	pimetä_V-COND	pimen-isi	1
pimennysverhot	pimennysverhot	pimetä_V-DVNTAA-DVUS-verho_N-PL	pime-nn-ys-verho-t	1
piristysruisku	piristysruisku	piristää_V-DVUS-ruisku_N	pirist-ys-ruisku	1
pirstoutuneiden	pirstoutuneiden	pirstoa_V-DVUTU-PCP2-PL-GEN	pirsto-utu-ne-i-den	1
pisteitäni	pisteitäni	piste_N-PL-PTV-1SG	piste-i-tä-ni	1
pistetyt	pistetyt	pistää_V-PSSPCP2-PL	piste-ty-t	1
pituisiksi	pituisiksi	pituinen_A-PL-TRA	pituis-i-ksi	1
pitäjänkarttaan	pitäjänkarttaan	pitää_V-DVJA-GEN-karsi_N-PTV-3SGPL	pitä-jä-n-kart-ta-an	1
pitämistä	pitämistä	pitää_V-DVMA-PL-ELA	pitä-m-i-stä	1
plakaatteineen	plakaatteineen	plakaatti_N-CMT-3SGPL	plakaatte-ine-en	1
plussasta	plussasta	plussa_N-ELA	plussa-sta	1
poijut	poijut	poiju_N-PL	poiju-t	1
poikastuotannosta	poikastuotannosta	poikanen_N-tuotanto_N-ELA	poikas-tuotanno-sta	1
poikastuotanto	poikastuotanto	poikanen_N-tuotanto_N	poikas-tuotanto	1
poimintakaudella	poimintakaudella	poimia_V-DVNTA-kausi_N-ADE	poimi-nta-kaude-lla	1
poimittu	poimittu	poimia_V-PSSPCP2	poimi-ttu	1
poliisijärjestelmän	poliisijärjestelmän	poliisi_N-järjestelmä_N-GEN	poliisi-järjestelmä-n	1
poliisioikeuden	poliisioikeuden	poliisi_N-oikea_A-DAUS-GEN	poliisi-oike-ude-n	1
poliisiralli	poliisiralli	poliisi_N-ralli_N	poliisi-ralli	1
poltellut	poltellut	polttaa_V-DVELE-PSSPCP2-PL	polt-el-lu-t	1
poltettiin	poltettiin	polttaa_V-PSS-PAST-PE4	polte-tt-i-in	1
polvipituus	polvipituus	polvi_N-pituus_N	polvi-pituus	1
polyfonista	polyfonista	polyfoninen_A-PTV	polyfonis-ta	1
pompottavana	pompottavana	pompottaa_V-PCP1-ESS	pompotta-va-na	1
pompottelussa	pompottelussa	pompottaa_V-DVELE-DVU-INE	pompott-el-u-ssa	1
populaariksi	populaariksi	populaari_A-TRA	populaari-ksi	1
porotalousneuvoja	porotalousneuvoja	poro_N-talous_N-neuvoa_V-DVJA	poro-talous-neuvo-ja	1
postinjakoalueittain	postinjakoalueittain	posti_N-GEN-jako_N-alue_N-DNITTAIN	posti-n-jako-alue-ittain	1
potkuhousuja	potkuhousuja	potku_N-housu_N-PL-PTV	potku-housu-j-a	1
povellaan	povellaan	povi_N-ADE-3SGPL	pove-lla-an	1
presidenteille	presidenteille	presidentti_N-PL-ALL	presidente-i-lle	1
pressin	pressin	pressi_N-GEN	pressi-n	1
projektiavustusta	projektiavustusta	projekti_N-avustaa_V-DVUS-PTV	projekti-avust-us-ta	1
projektinjohtopalveluja	projektinjohtopalveluja	projekti_N-GEN-johto_N-palvella_V-DVU-PL-PTV	projekti-n-johto-palvel-u-j-a	1
prosenttilinjalla	prosenttilinjalla	prosentti_N-linja_N-ADE	prosentti-linja-lla	1
psykoottisia	psykoottisia	psykoottinen_A-PL-PTV	psykoottis-i-a	1
psykoottista	psykoottista	psykoottinen_A-PTV	psykoottis-ta	1
psykosomaattisen	psykosomaattisen	psyko_PFX-somaattinen_A-GEN	psyko-somaattise-n	1
psykoterapeutista	psykoterapeutista	psyko_PFX-terapeutti_N-ELA	psyko-terapeuti-sta	1
pudotukseksi	pudotukseksi	pudottaa_V-DVUS-TRA	pudot-ukse-ksi	1
puhallukset	puhallukset	puhaltaa_V-DVUS-PL	puhall-ukse-t	1
puhdaspiirteisimpiä	puhdaspiirteisimpiä	puhdas_A-piirteinen_A-SUP-PL-PTV	puhdas-piirteis-imp-i-ä	1
puhdistamon	puhdistamon	puhdistamo_N-GEN	puhdistamo-n	1
puhdistamourakka	puhdistamourakka	puhdistamo_N-urakka_N	puhdistamo-urakka	1
puheenjohtajakokoukselle	puheenjohtajakokoukselle	puhe_N-GEN-johtaa_V-DVJA-kokous_N-ALL	puhee-n-johta-ja-kokoukse-lle	1
puimuria	puimuria	puimuri_N-PTV	puimuri-a	1
pukeutua	pukeutua	pukea_V-DVUTU-INF1	puke-utu-a	1
pukeutumisetiketistä	pukeutumisetiketistä	pukea_V-DVUTU-DVMINEN-etiketti_N-ELA	puke-utu-mis-etiketi-stä	1
pukeutumistiloissa	pukeutumistiloissa	pukea_V-DVUTU-DVMINEN-tila_N-PL-INE	puke-utu-mis-tilo-i-ssa	1
pukeutuu	pukeutuu	pukea_V-DVUTU-SG3	puke-utu-u	1
punamultamaalia	punamultamaalia	puna_N-multa_N-maali_N-PTV	puna-multa-maali-a	1
punatiilisiä	punatiilisiä	puna_N-tiilinen_A-PL-PTV	puna-tiilis-i-ä	1
puolimaista	puolimaista	puoli_N-maa_N-PL-ELA	puoli-ma-i-sta	1
puolisotilaalliseen	puolisotilaalliseen	puoli_N-sotilas_N-DNLLINEN-ILL	puoli-sotilaa-llise-en	1
puoluekoneistolle	puoluekoneistolle	puolue_N-koneisto_N-ALL	puolue-koneisto-lle	1
