SF	Word	Segmentation	Analysis	Freq
kuruɑn	kuruyan	kuru-ɑn	Stem-part:pres	34
leh	leh	leh	Stem	34
myʤɑdeleleri	mücadeleleri	myʤɑdele-ler-i	Stem-pl-p3s	34
mylky	mülkü	mylk-y	Stem-p3s	34
mɑʧtɑn	maçtan	mɑʧ-tɑn	Stem-abl	34
mɑhɑlleleri	mahalleleri	mɑhɑlle-ler-i	Stem-pl-p3s	34
mɑmulyn	mamulün	mɑmul-yn	Stem-gen	34
meʤburijet	mecburiyet	meʤburijet	Stem	34
mekɑndɑn	mekandan	mekɑn-dɑn	Stem-abl	34
melike	melike	melike	Stem	34
mesɑfee	mesafeye	mesɑfe-e	Stem-dat	34
mesʤid	mescid	mesʤid	Stem	34
mevzuu	mevzuu	mevzu-u	Stem-p3s	34
modyllerin	modüllerin	modyl-ler-in	Stem-pl-gen	34
modernizm	modernizm	modernizm	Stem	34
molekyly	molekülü	molekyl-y	Stem-p3s	34
muhɑsebee	muhasebeye	muhɑsebe-e	Stem-dat	34
mukozɑdɑ	mukozada	mukozɑ-dɑ	Stem-loc	34
mks	mx	mks	Stem	34
nitroʒen	nitrojen	nitroʒen	Stem	34
non	non	no-n	Stem-p2s	34
nostɑlʒi	nostalji	nostɑlʒi	Stem	34
od	od	od	Stem	34
odunu	odunu	odun-u	Stem-p3s	34
oklɑr	oklar	ok-lɑr	Stem-pl	34
okurlɑr	okurlar	okur-lɑr	Stem-pl	34
omurgɑɯn	omurganın	omurgɑ-ɯn	Stem-gen	34
ordumuzun	ordumuzun	ordu-muz-un	Stem-p1p-gen	34
pyr	pür	pyr	Stem	34
pɑʃɑm	paşam	pɑʃɑ-m	Stem-p1s	34
pɑkette	pakette	pɑket-te	Stem-loc	34
pɑsɑportu	pasaportu	pɑsɑport-u	Stem-p3s	34
pɑjlɑʃɑrɑk	paylaşarak	pɑjlɑʃ-ɑrɑk	Stem-cv:erek	34
pislik	pislik	pis-lik	Stem-lik	34
polisiin	polisinin	polis-i-in	Stem-p3s-gen	34
posterler	posterler	poster-ler	Stem-pl	34
progrɑmmɯzɯn	programımızın	progrɑm-mɯz-ɯn	Stem-p1p-gen	34
rɑdjogrɑfi	radyografi	rɑdjogrɑfi	Stem	34
rɑfɑ	rafa	rɑf-ɑ	Stem-dat	34
rɑfting	rafting	rɑfting	Stem	34
rɑhɑtsɯzlɯklɑrɯ	rahatsızlıkları	rɑhɑt-sɯz-lɯk-lɑrɯ	Stem-siz-lik-p3p	34
rezeksijon	rezeksiyon	rezeksijon	Stem	34
rezervɑsjonu	rezervasyonu	rezervɑsjon-u	Stem-acc	34
rotɑɯ	rotası	rotɑ-ɯ	Stem-p3s	34
sɯkɯʃmɑ	sıkışma	sɯkɯʃ-mɑ	Stem-vn:inf	34
sɯrtysty	sırtüstü	sɯrtysty	Stem	34
søzmyz	sözümüz	søz-myz	Stem-p1p	34
syrykleerek	sürükleyerek	syrykle-erek	Stem-cv:erek	34
syzylerek	süzülerek	syzyl-erek	Stem-cv:erek	34
sɑllɑnɑn	sallanan	sɑl-lɑn-ɑn	Stem-lan-part:pres	34
sɑnɑn	sanan	sɑn-ɑn	Stem-part:pres	34
sɑvɑʃɯm	savaşım	sɑvɑʃɯm	Stem	34
sɑvunɑrɑk	savunarak	sɑvun-ɑrɑk	Stem-cv:erek	34
seher	seher	seher	Stem	34
sekreterjɑɯ	sekreteryası	sekreterjɑ-ɯ	Stem-p3s	34
seller	seller	sel-ler	Stem-pl	34
semtin	semtin	semt-in	Stem-gen	34
sensøry	sensörü	sensør-y	Stem-p3s	34
sejɑhɑte	seyahate	sejɑhɑt-e	Stem-dat	34
sezonun	sezonun	sezon-un	Stem-gen	34
simit	simit	simit	Stem	34
sinem	sinem	sine-m	Stem-p1s	34
siin	sinin	si-in	Stem-gen	34
sintigrɑfii	sintigrafisi	sintigrɑfi-i	Stem-p3s	34
siren	siren	siren	Stem	34
sisi	sisi	sis-i	Stem-acc	34
sistemnizin	sisteminizin	sistem-niz-in	Stem-p2p-gen	34
sivillere	sivillere	sivil-ler-e	Stem-pl-dat	34
sivillerin	sivillerin	sivil-ler-in	Stem-pl-gen	34
soɰɑnlɑrɯ	soğanları	soɰɑn-lɑr-ɯ	Stem-pl-p3s	34
sokɑrɑk	sokarak	sok-ɑrɑk	Stem-cv:erek	34
sonuun	sonunun	son-u-un	Stem-p3s-gen	34
sorulɑrmɯzɯ	sorularımızı	soru-lɑr-mɯz-ɯ	Stem-pl-p1p-acc	34
sporuun	sporunun	spor-u-un	Stem-p3s-gen	34
stɑtyyyn	statüsünün	stɑty-y-yn	Stem-p3s-gen	34
subɑjɯ	subayı	subɑj-ɯ	Stem-p3s	34
tørenin	törenin	tøren-in	Stem-gen	34
tyketiʤii	tüketicisi	tyketiʤi-i	Stem-p3s	34
tɑʃɯnɑrɑk	taşınarak	tɑʃɯn-ɑrɑk	Stem-cv:erek	34
tɑkdimi	takdimi	tɑkdim-i	Stem-p3s	34
tɑnɯmlɑɑrɑk	tanımlayarak	tɑnɯm-lɑ-ɑrɑk	Stem-la-cv:erek	34
tɑnsijonun	tansiyonun	tɑnsijon-un	Stem-gen	34
tɑrɑk	tarak	tɑrɑk	Stem	34
tɑsɑrlɑmɑ	tasarlamak	tɑsɑr-lɑ-mɑ	Stem-la-vn:inf	34
tehir	tehir	tehir	Stem	34
teki	teki	tek-i	Stem-p3s	34
teknisjenler	teknisyenler	teknisjen-ler	Stem-pl	34
televizjonɑ	televizyona	televizjon-ɑ	Stem-dat	34
temizleen	temizleyen	temiz-le-e-n	Stem-la-cv:ye-p2s	34
tenʤerein	tencerenin	tenʤere-in	Stem-gen	34
tepede	tepede	tepe-de	Stem-loc	34
tepkii	tepkiyi	tepki-i	Stem-acc	34
terkini	terkini	terkin-i	Stem-p3s	34
tesʤilden	tescilden	tesʤil-den	Stem-abl	34
tejp	teyp	tejp	Stem	34
tezɑhyr	tezahür	tezɑhyr	Stem	34
tiʤɑrethɑne	ticarethane	tiʤɑrethɑne	Stem	34
tijɑtrou	tiyatroyu	tijɑtro-u	Stem-acc	34
tonun	tonun	ton-un	Stem-gen	34
trɑvmɑɯn	travmanın	trɑvmɑ-ɯn	Stem-gen	34
trene	trene	tren-e	Stem-dat	34
turnike	turnike	turnike	Stem	34
turnuvɑdɑ	turnuvada	turnuvɑ-dɑ	Stem-loc	34
tutɑm	tutam	tutɑm	Stem	34
tutɑrlɑrɯɯn	tutarlarının	tutɑr-lɑr-ɯ-ɯn	Stem-pl-p3s-gen	34
tutulmɑlɯ	tutulmalı	tutulmɑ-lɯ	Stem-li	34
tutumun	tutumun	tutum-un	Stem-gen	34
uʧuʃu	uçuşu	uʧ-uʃ-u	Stem-vn:yis-p3s	34
uɰrɑɯp	uğrayıp	uɰrɑ-ɯp	Stem-cv:ip	34
ur	ur	ur	Stem	34
ujdulɑrɯ	uyduları	ujdu-lɑr-ɯ	Stem-pl-p3s	34
vekillik	vekillik	vekil-lik	Stem-lik	34
verii	verisi	veri-i	Stem-p3s	34
jønergeleri	yönergeleri	jønerge-ler-i	Stem-pl-p3s	34
jønetenlerin	yönetenlerin	jønet-en-ler-in	Stem-part:pres-pl-gen	34
jyklenerek	yüklenerek	jyk-len-erek	Stem-lan-cv:erek	34
jɑʃɑmmɯzɯn	yaşamımızın	jɑʃɑm-mɯz-ɯn	Stem-p1p-gen	34
jɑnmdɑki	yanımdaki	jɑn-m-dɑ-ki	Stem-p1s-loc-ki	34
jɑpɯtɯn	yapıtın	jɑpɯt-ɯn	Stem-gen	34
jɑrɑrlɑnmɑlɑrɯ	yararlanmaları	jɑrɑr-lɑn-mɑ-lɑr-ɯ	Stem-lan-vn:inf-pl-p3s	34
jɑsɑklɯ	yasaklı	jɑsɑk-lɯ	Stem-li	34
jɑvɑʃlɑr	yavaşlar	jɑvɑʃ-lɑr	Stem-pl	34
jɑjɯndɑn	yayından	jɑjɯn-dɑn	Stem-abl	34
jɑzɯdɑn	yazıdan	jɑzɯ-dɑn	Stem-abl	34
jɑzmɑtɑn	yazmaktan	jɑz-mɑ-tɑn	Stem-vn:inf-abl	34
jemeklerden	yemeklerden	jemek-ler-den	Stem-pl-abl	34
jetkilern	yetkilerin	jetki-ler-n	Stem-pl-p2s	34
jorgɑn	yorgan	jorgɑn	Stem	34
zɑmɑnmɯz	zamanımız	zɑmɑn-mɯz	Stem-p1p	34
zɑmɑnlɑrdɑki	zamanlardaki	zɑmɑn-lɑr-dɑ-ki	Stem-pl-loc-ki	34
zehirlenmei	zehirlenmesi	zehir-len-me-i	Stem-lan-vn:inf-p3s	34
ʧɯkɯʃɯɯn	çıkışının	ʧɯk-ɯʃ-ɯ-ɯn	Stem-vn:yis-p3s-gen	33
ʧɯkɑrmɑɯn	çıkarmanın	ʧɯkɑrmɑ-ɯn	Stem-gen	33
ʧɯkmɑɯn	çıkmanın	ʧɯk-mɑ-ɯn	Stem-vn:inf-gen	33
ʧøkelme	çökelme	ʧøkel-me	Stem-vn:inf	33
ʧɑlɯntɯ	çalıntı	ʧɑlɯntɯ	Stem	33
ʧizgilerin	çizgilerin	ʧizgi-ler-in	Stem-pl-gen	33
ɯzdɯrɑp	ızdırap	ɯzdɯrɑp	Stem	33
øɰrenmeniz	öğrenmeniz	øɰren-me-niz	Stem-vn:inf-p2p	33
øɰretmenden	öğretmenden	øɰretmen-den	Stem-abl	33
ønlemleriin	önlemlerinin	ønlem-leri-in	Stem-p3p-gen	33
ørtyyn	örtünün	ørty-yn	Stem-gen	33
ʃɑmpijonluk	şampiyonluk	ʃɑmpijon-luk	Stem-lik	33
ɑʃɯklɑr	aşıklar	ɑʃɯk-lɑr	Stem-pl	33
ɑʃɑmɑɯɯn	aşamasının	ɑʃɑmɑ-ɯ-ɯn	Stem-p3s-gen	33
ɑʃikɑr	aşikar	ɑʃikɑr	Stem	33
ɑʃinɑ	aşina	ɑʃinɑ	Stem	33
ɑʤemi	acemi	ɑʤem-i	Stem-p3s	33
ɑdɑletsizlik	adaletsizlik	ɑdɑlet-siz-lik	Stem-siz-lik	33
ɑdete	adete	ɑdet-e	Stem-dat	33
ɑhlɑkɯn	ahlakın	ɑhlɑk-ɯn	Stem-gen	33
ɑkɯmlɑrɯn	akımların	ɑkɯm-lɑr-ɯn	Stem-pl-gen	33
ɑkʤiɰerler	akciğerler	ɑkʤiɰer-ler	Stem-pl	33
ɑktørler	aktörler	ɑktør-ler	Stem-pl	33
ɑktivɑsjon	aktivasyon	ɑktivɑsjon	Stem	33
ɑlgɯlɑmɑ	algılamak	ɑlgɯ-lɑ-mɑ	Stem-la-vn:inf	33
ɑlkolizm	alkolizm	ɑlkolizm	Stem	33
ɑnɑlizlerde	analizlerde	ɑnɑliz-ler-de	Stem-pl-loc	33
ɑnimɑsjonlɑrɯ	animasyonları	ɑnimɑsjon-lɑr-ɯ	Stem-pl-p3s	33
ɑnlɑʃmɑdɑ	anlaşmada	ɑnlɑʃmɑ-dɑ	Stem-loc	33
ɑnteni	anteni	ɑnten-i	Stem-p3s	33
ɑntikorlɑrɯ	antikorları	ɑntikor-lɑr-ɯ	Stem-pl-p3s	33
ɑpɑjrɯ	apayrı	ɑpɑjrɯ	Stem	33
ɑrɯk	arık	ɑrɯk	Stem	33
ɑrɯtɯmɯ	arıtımı	ɑrɯtɯm-ɯ	Stem-p3s	33
ɑrɑʃtɯrmɑlɑrɯɯn	araştırmalarının	ɑrɑʃtɯrmɑ-lɑr-ɯ-ɯn	Stem-pl-p3s-gen	33
ɑrzulɑnɑn	arzulanan	ɑrzu-lɑn-ɑn	Stem-lan-part:pres	33
ɑttɯklɑrɯ	attıkları	ɑt-tɯk-lɑrɯ	Stem-part:past-p3p	33
ɑjdɯnlɑtmɑɯ	aydınlatması	ɑjdɯnlɑt-mɑ-ɯ	Stem-vn:inf-p3s	33
ɑjnɑɯ	aynası	ɑjnɑ-ɯ	Stem-p3s	33
bykme	bükme	byk-me	Stem-vn:inf	33
bytʧeler	bütçeler	bytʧe-ler	Stem-pl	33
byjyklykler	büyüklükler	byjyk-lyk-ler	Stem-lik-pl	33
byjyklere	büyüklere	byjyk-ler-e	Stem-pl-dat	33
bɑɰɯntɯ	bağıntı	bɑɰɯntɯ	Stem	33
bɑʃɑrɯdɑ	başarıda	bɑʃɑrɯ-dɑ	Stem-loc	33
bɑhʧein	bahçenin	bɑhʧe-in	Stem-gen	33
bɑkɑnlɯktɑ	bakanlıkta	bɑkɑnlɯk-tɑ	Stem-loc	33
bɑkterileri	bakterileri	bɑkteri-ler-i	Stem-pl-p3s	33
bɑlinɑ	balina	bɑlinɑ	Stem	33
bɑsket	basket	bɑsket	Stem	33
bɑtɑr	batar	bɑtɑr	Stem	33
besmele	besmele	besmele	Stem	33
bejɑnlɑrɯ	beyanları	bejɑn-lɑr-ɯ	Stem-pl-acc	33
bejlikler	beylikler	bejlik-ler	Stem-pl	33
bilgisɑjɑrnɯzdɑki	bilgisayarınızdaki	bilgisɑjɑr-nɯz-dɑ-ki	Stem-p2p-loc-ki	33
bilmedikleri	bilmedikleri	bil-me-dik-leri	Stem-neg-part:past-p3p	33
bitene	bitene	bit-e-n-e	Stem-cv:ye-p2s-dat	33
bitimi	bitimi	bitim-i	Stem-p3s	33
bitkilere	bitkilere	bitki-ler-e	Stem-pl-dat	33
bloklɑrɯn	blokların	blok-lɑr-ɯn	Stem-pl-gen	33
borulɑrɯn	boruların	boru-lɑr-ɯn	Stem-pl-gen	33
brɑnʃɯ	branşı	brɑnʃ-ɯ	Stem-p3s	33
bulmɑlɑrɯ	bulmaları	bul-mɑ-lɑr-ɯ	Stem-vn:inf-pl-p3s	33
bulunʤɑ	bulunca	bul-unʤɑ	Stem-cv:ince	33
butonlɑrɯ	butonları	buton-lɑr-ɯ	Stem-pl-p3s	33
ʤɑddee	caddeye	ʤɑdde-e	Stem-dat	33
ʤemijetleri	cemiyetleri	ʤemijet-ler-i	Stem-pl-p3s	33
ʤevɑptɑ	cevapta	ʤevɑp-tɑ	Stem-loc	33
ʤisimleri	cisimleri	ʤisim-ler-i	Stem-pl-p3s	33
døvizin	dövizin	døviz-in	Stem-gen	33
dyʃyʃe	düşüşe	dyʃ-yʃ-e	Stem-vn:yis-dat	33
dyʃmeen	düşmeyen	dyʃ-me-en	Stem-neg-part:pres	33
dynjɑlɑr	dünyalar	dynjɑ-lɑr	Stem-pl	33
dyzenlemelerden	düzenlemelerden	dyzenle-me-ler-den	Stem-vn:inf-pl-abl	33
dɑm	dam	dɑm	Stem	33
dɑmɑrdɑn	damardan	dɑmɑr-dɑn	Stem-abl	33
dɑrbein	darbenin	dɑrbe-in	Stem-gen	33
dedei	dedesi	dede-i	Stem-p3s	33
delikten	delikten	delik-ten	Stem-abl	33
demein	demenin	de-me-in	Stem-vn:inf-gen	33
demirjoluun	demiryolunun	demirjolu-un	Stem-gen	33
denetʧileri	denetçileri	denetʧi-ler-i	Stem-pl-p3s	33
deniziin	denizinin	deniz-i-in	Stem-p3s-gen	33
denkleme	denkleme	denklem-e	Stem-dat	33
dereʤei	dereceyi	dereʤe-i	Stem-acc	33
derinlere	derinlere	derin-ler-e	Stem-pl-dat	33
desibel	desibel	desibel	Stem	33
devrein	devrenin	devre-in	Stem-gen	33
dejimleri	deyimleri	dejim-ler-i	Stem-pl-p3s	33
dilekʧeleri	dilekçeleri	dilekʧe-ler-i	Stem-pl-p3s	33
dijɑr	diyar	dijɑr	Stem	33
dijetisjen	diyetisyen	dijetisjen	Stem	33
dizge	dizge	dizge	Stem	33
diziiin	dizisinin	dizi-i-in	Stem-p3s-gen	33
dokunmɑtik	dokunmatik	dokunmɑtik	Stem	33
dolɑplɑr	dolaplar	dolɑp-lɑr	Stem-pl	33
dujulɑrɯ	duyuları	duju-lɑr-ɯ	Stem-pl-p3s	33
dujup	duyup	duj-up	Stem-cv:ip	33
eɰimi	eğimi	eɰim-i	Stem-p3s	33
eɰitiʤilerin	eğiticilerin	eɰit-iʤi-ler-in	Stem-yici-pl-gen	33
eʃej	eşey	eʃej	Stem	33
eʃjɑlɑrɯɯn	eşyalarının	eʃjɑ-lɑr-ɯ-ɯn	Stem-pl-p3s-gen	33
eklerin	eklerin	ek-ler-in	Stem-pl-gen	33
emekʧiler	emekçiler	emek-ʧi-ler	Stem-ci-pl	33
emekʧileriin	emekçilerinin	emek-ʧi-ler-i-in	Stem-ci-pl-p3s-gen	33
endeks	endeks	endeks	Stem	33
erzɑk	erzak	erzɑk	Stem	33
eskilerin	eskilerin	eski-ler-in	Stem-pl-gen	33
esnɑfɯɯn	esnafının	esnɑf-ɯ-ɯn	Stem-p3s-gen	33
etmen	etmen	etmen	Stem	33
evmiz	evimiz	ev-miz	Stem-p1p	33
evmize	evimize	ev-miz-e	Stem-p1p-dat	33
evnizden	evinizden	ev-niz-den	Stem-p2p-abl	33
evsiz	evsiz	ev-siz	Stem-siz	33
ejvɑh	eyvah	ejvɑh	Stem	33
ezgi	ezgi	ezgi	Stem	33
fɯrsɑttɑn	fırsattan	fɯrsɑt-tɑn	Stem-abl	33
gɯdɑlɑrɑ	gıdalara	gɯdɑ-lɑr-ɑ	Stem-pl-dat	33
gøzdei	gözdesi	gøzde-i	Stem-p3s	33
gɑitɑ	gaita	gɑitɑ	Stem	33
gɑlɑ	gala	gɑlɑ	Stem	33
gɑrnizon	garnizon	gɑrnizon	Stem	33
geʤikmee	gecikmeye	geʤik-me-e	Stem-vn:inf-dat	33
geni	geni	gen-i	Stem-p3s	33
gidermi	giderimi	gider-m-i	Stem-p1s-acc	33
giriʃimiin	girişiminin	giriʃim-i-in	Stem-p3s-gen	33
gijip	giyip	gij-ip	Stem-cv:ip	33
hyrrijetleri	hürriyetleri	hyrrijet-ler-i	Stem-pl-p3s	33
hɑkikɑte	hakikate	hɑkikɑt-e	Stem-dat	33
hɑlel	halel	hɑlel	Stem	33
hɑnde	hande	hɑnde	Stem	33
hɑriʧten	hariçten	hɑriʧ-ten	Stem-abl	33
hɑstɑmɯzɯn	hastamızın	hɑstɑ-mɯz-ɯn	Stem-p1p-gen	33
hɑstɑneiin	hastanesinin	hɑstɑne-i-in	Stem-p3s-gen	33
hɑjrete	hayrete	hɑjret-e	Stem-dat	33
hɑzin	hazin	hɑzin	Stem	33
huzurnuzdɑ	huzurunuzda	huzur-nuz-dɑ	Stem-p2p-loc	33
iʧeʤeklern	içeceklerin	iʧ-eʤek-ler-n	Stem-vn:fut-pl-p2s	33
iʧkiler	içkiler	iʧki-ler	Stem-pl	33
iʧmeen	içmeyen	iʧ-me-en	Stem-neg-part:pres	33
iʃletmeden	işletmeden	iʃletme-den	Stem-abl	33
iʃleerek	işleyerek	iʃle-erek	Stem-cv:erek	33
ideoloʒii	ideolojisi	ideoloʒi-i	Stem-p3s	33
ilerlemei	ilerlemeyi	ilerle-me-i	Stem-vn:inf-acc	33
ilklere	ilklere	ilk-ler-e	Stem-pl-dat	33
imtijɑzlɯ	imtiyazlı	imtijɑz-lɯ	Stem-li	33
inʃɑɑtɑ	inşaata	inʃɑɑt-ɑ	Stem-dat	33
inɑnʧlɯ	inançlı	inɑnʧ-lɯ	Stem-li	33
izlemei	izlemeyi	izle-me-i	Stem-vn:inf-acc	33
kɯrmɑɑ	kırmaya	kɯr-mɑ-ɑ	Stem-vn:inf-dat	33
køʃky	köşkü	køʃk-y	Stem-p3s	33
køpryden	köprüden	køpry-den	Stem-abl	33
kyʧykken	küçükken	kyʧyk-ken	Stem-cv:ken	33
kɑlɯntɯɯ	kalıntısı	kɑlɯntɯ-ɯ	Stem-p3s	33
kɑlɑnlɑrɯ	kalanları	kɑlɑn-lɑr-ɯ	Stem-pl-p3s	33
kɑlmɑtɑn	kalmaktan	kɑl-mɑ-tɑn	Stem-vn:inf-abl	33
kɑlorili	kalorili	kɑlori-li	Stem-li	33
kɑmjonun	kamyonun	kɑmjon-un	Stem-gen	33
kɑnɯtlɑrn	kanıtların	kɑnɯt-lɑr-n	Stem-pl-p2s	33
kɑpitɑl	kapital	kɑpitɑl	Stem	33
kɑplɯʤɑɯ	kaplıcası	kɑplɯʤɑ-ɯ	Stem-p3s	33
kɑrʃɯmdɑ	karşımda	kɑrʃɯ-m-dɑ	Stem-p1s-loc	33
kɑrɑmsɑrlɯk	karamsarlık	kɑrɑmsɑr-lɯk	Stem-lik	33
kɑree	kareye	kɑre-e	Stem-dat	33
kɑrmɑʃɑɯ	karmaşası	kɑrmɑʃɑ-ɯ	Stem-p3s	33
kɑsɯɯn	kasının	kɑs-ɯ-ɯn	Stem-p3s-gen	33
kɑtmɑnlɑr	katmanlar	kɑtmɑn-lɑr	Stem-pl	33
kɑvɑl	kaval	kɑvɑl	Stem	33
kɑvimler	kavimler	kɑvim-ler	Stem-pl	33
kɑvrɑmɑ	kavramak	kɑvrɑ-mɑ	Stem-vn:inf	33
kɑvrulmuʃ	kavrulmuş	kɑvrulmuʃ	Stem	33
kɑzɑlɑrɑ	kazalara	kɑzɑ-lɑr-ɑ	Stem-pl-dat	33
kɑzɑɯ	kazayı	kɑzɑ-ɯ	Stem-acc	33
kelepʧe	kelepçe	kelepʧe	Stem	33
kesitli	kesitli	kesit-li	Stem-li	33
kirɑlɑnmɑɯ	kiralanması	kirɑ-lɑn-mɑ-ɯ	Stem-lan-vn:inf-p3s	33
klɑs	klas	klɑs	Stem	33
koʃup	koşup	koʃ-up	Stem-cv:ip	33
koldɑn	koldan	kol-dɑn	Stem-abl	33
kongrei	kongreyi	kongre-i	Stem-acc	33
konʒonktyr	konjonktür	konʒonktyr	Stem	33
konsere	konsere	konser-e	Stem-dat	33
konsolidɑsjon	konsolidasyon	konsolidɑsjon	Stem	33
konutlɑrɑ	konutlara	konut-lɑr-ɑ	Stem-pl-dat	33
korumɑlɑrɯ	korumaları	korumɑ-lɑr-ɯ	Stem-pl-p3s	33
kojduklɑrɯ	koydukları	koj-duk-lɑrɯ	Stem-part:past-p3p	33
kojmɑdɑn	koymadan	koj-mɑ-dɑn	Stem-vn:inf-abl	33
kuʃun	kuşun	kuʃ-un	Stem-gen	33
kupon	kupon	kupon	Stem	33
kurtulɑn	kurtulan	kurtul-ɑn	Stem-part:pres	33
kurtulmɑɯn	kurtulmanın	kurtul-mɑ-ɯn	Stem-vn:inf-gen	33
kuvvetiin	kuvvetinin	kuvvet-i-in	Stem-p3s-gen	33
kujumʤu	kuyumcu	kujumʤu	Stem	33
lɑnet	lanet	lɑnet	Stem	33
lɑtif	latif	lɑtif	Stem	33
lɑvɑʒ	lavaj	lɑvɑʒ	Stem	33
liseler	liseler	lise-ler	Stem-pl	33
loʃ	loş	loʃ	Stem	33
lokɑntɑdɑ	lokantada	lokɑntɑ-dɑ	Stem-loc	33
myʃteriden	müşteriden	myʃteri-den	Stem-abl	33
myʤɑhit	mücahit	myʤɑhit	Stem	33
mykemmele	mükemmele	mykemmel-e	Stem-dat	33
mysɑbɑkɑlɑrɑ	müsabakalara	mysɑbɑkɑ-lɑr-ɑ	Stem-pl-dat	33
myslim	müslim	myslim	Stem	33
myzikli	müzikli	myzik-li	Stem-li	33
mɑɰɑrɑlɑrɯ	mağaraları	mɑɰɑrɑ-lɑr-ɯ	Stem-pl-p3s	33
mɑɰdurlɑrɯn	mağdurların	mɑɰdur-lɑr-ɯn	Stem-pl-gen	33
mɑʤunu	macunu	mɑʤun-u	Stem-p3s	33
mɑhijet	mahiyet	mɑhijet	Stem	33
mɑlɯɯn	malının	mɑl-ɯ-ɯn	Stem-p3s-gen	33
mɑnɑs	manas	mɑnɑs	Stem	33
mɑsɑlɑrɯ	masaları	mɑsɑ-lɑr-ɯ	Stem-pl-acc	33
mɑtriks	matriks	mɑtriks	Stem	33
mɑzot	mazot	mɑzot	Stem	33
medenijete	medeniyete	medenijet-e	Stem-dat	33
medenijetlerin	medeniyetlerin	medenijet-ler-in	Stem-pl-gen	33
membɑ	memba	membɑ	Stem	33
mezbɑhɑ	mezbaha	mezbɑhɑ	Stem	33
mikroplɑrɯn	mikropların	mikrop-lɑr-ɯn	Stem-pl-gen	33
modylde	modülde	modyl-de	Stem-loc	33
molekylleriin	moleküllerinin	molekyl-ler-i-in	Stem-pl-p3s-gen	33
motifi	motifi	motif-i	Stem-p3s	33
mukozɑɯ	mukozası	mukozɑ-ɯ	Stem-p3s	33
musɑllɑ	musalla	musɑllɑ	Stem	33
mutemet	mutemet	mutemet	Stem	33
nesile	nesile	nesil-e	Stem-dat	33
nike	nike	nik-e	Stem-dat	33
noterde	noterde	noter-de	Stem-loc	33
oʤɑklɑrdɑn	ocaklardan	oʤɑk-lɑr-dɑn	Stem-pl-abl	33
odɑdɑki	odadaki	odɑ-dɑ-ki	Stem-loc-ki	33
olɑsɯlɯklɑrɯ	olasılıkları	olɑsɯ-lɯk-lɑr-ɯ	Stem-lik-pl-p3s	33
olumsuzluklɑrn	olumsuzlukların	olumsuz-luk-lɑr-n	Stem-lik-pl-p2s	33
orgɑnizmɑlɑrɯn	organizmaların	orgɑnizmɑ-lɑr-ɯn	Stem-pl-gen	33
ortɑklɯklɑrɯn	ortaklıkların	ortɑklɯk-lɑr-ɯn	Stem-pl-gen	33
otomɑtikmɑn	otomatikman	otomɑtikmɑn	Stem	33
otoritee	otoriteye	otorite-e	Stem-dat	33
oturmɑɑ	oturmaya	otur-mɑ-ɑ	Stem-vn:inf-dat	33
pɑpɑtjɑ	papatya	pɑpɑtjɑ	Stem	33
peʃe	peşe	peʃ-e	Stem-dat	33
plɑtformuun	platformunun	plɑtform-u-un	Stem-p3s-gen	33
prime	prime	prim-e	Stem-dat	33
progrɑmmɯzdɑ	programımızda	progrɑm-mɯz-dɑ	Stem-p1p-loc	33
pullɑr	pullar	pul-lɑr	Stem-pl	33
rɑllii	rallisi	rɑlli-i	Stem-p3s	33
redyksijon	redüksiyon	redyksijon	Stem	33
reddetme	reddetmek	reddet-me	Stem-vn:inf	33
referɑndumɑ	referanduma	referɑndum-ɑ	Stem-dat	33
referɑnslɑrɯ	referansları	referɑns-lɑr-ɯ	Stem-pl-acc	33
reklɑmlɑrɯ	reklamları	reklɑm-lɑr-ɯ	Stem-pl-p3s	33
rekonstryktif	rekonstrüktif	rekonstryktif	Stem	33
reseptørleri	reseptörleri	reseptør-ler-i	Stem-pl-p3s	33
rezervuɑr	rezervuar	rezervuɑr	Stem	33
ruhsɑtɯɯn	ruhsatının	ruhsɑt-ɯ-ɯn	Stem-p3s-gen	33
ruhsɑtnɑmei	ruhsatnamesi	ruhsɑtnɑme-i	Stem-p3s	33
sɯnɯflɑmɑɯ	sınıflaması	sɯnɯf-lɑ-mɑ-ɯ	Stem-la-vn:inf-p3s	33
søjleelim	söyleyelim	søjle-e-li-m	Stem-cv:ye-li-p1s	33
sɑɰduju	sağduyu	sɑɰduju	Stem	33
sɑɰdujulu	sağduyulu	sɑɰduju-lu	Stem-li	33
sɑfhɑlɑrɯ	safhaları	sɑfhɑ-lɑr-ɯ	Stem-pl-p3s	33
sɑkɑ	saka	sɑkɑ	Stem	33
sɑnɑttɑn	sanattan	sɑnɑt-tɑn	Stem-abl	33
sɑptɑɑrɑk	saptayarak	sɑptɑ-ɑrɑk	Stem-cv:erek	33
sɑrɑjlɑr	saraylar	sɑrɑj-lɑr	Stem-pl	33
sɑtɯʃtɑn	satıştan	sɑt-ɯʃ-tɑn	Stem-vn:yis-abl	33
sɑvunmɑɯ	savunmayı	sɑvun-mɑ-ɯ	Stem-vn:inf-acc	33
sɑjfɑmɯzɯ	sayfamızı	sɑjfɑ-mɯz-ɯ	Stem-p1p-acc	33
sɑjfɑnɯzɯ	sayfanızı	sɑjfɑ-nɯz-ɯ	Stem-p2p-acc	33
sebeplere	sebeplere	sebep-ler-e	Stem-pl-dat	33
